1.0, -1.0, 0.1467, 0.5961, 0.0273, 0.1281, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.4394, 0.5113, 0.0477, 0.0781, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.5304, 0.5178, 0.0378, 0.0916, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.4211, 0.5288, 0.033, 0.0971, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.2602, 0.6507, 0.2376, 0.5406, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.5375, 0.5382, 0.0346, 0.1427, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.5227, 0.5041, 0.0268, 0.0743, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.5536, 0.5555, 0.0497, 0.1703, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.3777, 0.5512, 0.0803, 0.1496, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.5702, 0.5756, 0.0868, 0.2591, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.0211, 0.8286, 0.0669, 0.3888, -1.0, -1.0, -1.0, -1.0
1.0, -1.0, 0.6445, 0.6638, 0.2257, 0.4106, -1.0, -1.0, -1.0, -1.0
2.0, 1.0, 0.1544, 0.593, 0.0221, 0.1205, -1.0, -1.0, -1.0, -1.0
2.0, 2.0, 0.4443, 0.5203, 0.0538, 0.108, -1.0, -1.0, -1.0, -1.0
2.0, 3.0, 0.543, 0.5047, 0.0237, 0.0815, -1.0, -1.0, -1.0, -1.0
2.0, 4.0, 0.4304, 0.529, 0.0288, 0.1038, -1.0, -1.0, -1.0, -1.0
2.0, 5.0, 0.2488, 0.6696, 0.2505, 0.5486, -1.0, -1.0, -1.0, -1.0
2.0, 6.0, 0.5593, 0.5256, 0.0273, 0.13, -1.0, -1.0, -1.0, -1.0
2.0, 7.0, 0.5331, 0.501, 0.0176, 0.0738, -1.0, -1.0, -1.0, -1.0
2.0, 8.0, 0.5722, 0.5458, 0.0395, 0.1547, -1.0, -1.0, -1.0, -1.0
2.0, 9.0, 0.3886, 0.546, 0.0701, 0.1401, -1.0, -1.0, -1.0, -1.0
2.0, 10.0, 0.5976, 0.5744, 0.0727, 0.2082, -1.0, -1.0, -1.0, -1.0
2.0, 11.0, 0.0104, 0.8296, 0.0651, 0.3815, -1.0, -1.0, -1.0, -1.0
2.0, 12.0, 0.6743, 0.6585, 0.1707, 0.4325, -1.0, -1.0, -1.0, -1.0
2.0, 13.0, 0.5078, 0.4949, 0.0329, 0.0774, -1.0, -1.0, -1.0, -1.0
2.0, 14.0, 0.2449, 0.6842, 0.2402, 0.6148, -1.0, -1.0, -1.0, -1.0
3.0, 1.0, 0.1567, 0.5949, 0.0279, 0.1199, -1.0, -1.0, -1.0, -1.0
3.0, 2.0, 0.4434, 0.5042, 0.0406, 0.0698, -1.0, -1.0, -1.0, -1.0
3.0, 3.0, 0.526, 0.5037, 0.0247, 0.0675, -1.0, -1.0, -1.0, -1.0
3.0, 4.0, 0.4227, 0.53, 0.0369, 0.1088, -1.0, -1.0, -1.0, -1.0
3.0, 5.0, 0.2193, 0.6714, 0.1932, 0.5822, -1.0, -1.0, -1.0, -1.0
3.0, 6.0, 0.5534, 0.527, 0.0299, 0.1444, -1.0, -1.0, -1.0, -1.0
3.0, 7.0, 0.5411, 0.4879, 0.0241, 0.0893, -1.0, -1.0, -1.0, -1.0
3.0, 8.0, 0.565, 0.5451, 0.0531, 0.1575, -1.0, -1.0, -1.0, -1.0
3.0, 9.0, 0.3709, 0.5552, 0.0894, 0.1416, -1.0, -1.0, -1.0, -1.0
3.0, 10.0, 0.5849, 0.5946, 0.0795, 0.2688, -1.0, -1.0, -1.0, -1.0
3.0, 11.0, -0.0094, 0.8346, 0.0637, 0.3721, -1.0, -1.0, -1.0, -1.0
3.0, 12.0, 0.6935, 0.6848, 0.1854, 0.4316, -1.0, -1.0, -1.0, -1.0
3.0, 13.0, 0.5211, 0.4942, 0.0224, 0.071, -1.0, -1.0, -1.0, -1.0
3.0, 14.0, 0.2142, 0.7061, 0.3429, 0.5904, -1.0, -1.0, -1.0, -1.0
4.0, 1.0, 0.1591, 0.5958, 0.0296, 0.1168, -1.0, -1.0, -1.0, -1.0
4.0, 2.0, 0.4348, 0.5231, 0.0645, 0.0927, -1.0, -1.0, -1.0, -1.0
4.0, 3.0, 0.5247, 0.505, 0.0272, 0.0679, -1.0, -1.0, -1.0, -1.0
4.0, 4.0, 0.4214, 0.5363, 0.0427, 0.1144, -1.0, -1.0, -1.0, -1.0
4.0, 5.0, 0.1609, 0.6734, 0.2573, 0.6155, -1.0, -1.0, -1.0, -1.0
4.0, 6.0, 0.5562, 0.5258, 0.0277, 0.1482, -1.0, -1.0, -1.0, -1.0
4.0, 7.0, 0.5394, 0.4906, 0.0284, 0.0934, -1.0, -1.0, -1.0, -1.0
4.0, 8.0, 0.5702, 0.5398, 0.0504, 0.1548, -1.0, -1.0, -1.0, -1.0
4.0, 9.0, 0.3734, 0.5591, 0.0836, 0.1394, -1.0, -1.0, -1.0, -1.0
4.0, 10.0, 0.6045, 0.5954, 0.0887, 0.2468, -1.0, -1.0, -1.0, -1.0
4.0, 11.0, -0.0243, 0.8385, 0.0631, 0.365, -1.0, -1.0, -1.0, -1.0
